,Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,embedding,cluster,keywords
636,USDA-0005-2023,USDA,USDA,APHIS,Standardization of cut flower business names for message set data,"Natural language processing technique. Data are cleaned (e.g., remove punctuation) to facilitate matching. Cosine similarity is calculated, similar terms are matched, and the results are output.",Implementation,Natural Language Processing,,Department of Agriculture,"[-0.03786485  0.00418642  0.02815891 ... -0.00861256  0.01575168
  0.0120681 ]",3,"[('similarity', 0.4251), ('matching', 0.4103), ('cosine', 0.3868), ('processing', 0.3678), ('matched', 0.2944)]"
637,USDA-0006-2023,USDA,USDA,APHIS,"Approximate string or fuzzy matching, used to automate matching similar, but not identical, text in administrative documents","The algorithm computes a string similarity metric which can be used to classify similar strings into a single category, reducing information duplication and onerous, manual error-checking",Operation and Maintenance,Fuzzy matching,,Department of Agriculture,"[-0.00459567 -0.022457   -0.02349366 ...  0.01722547  0.00096584
 -0.00586136]",3,"[('similarity', 0.4979), ('strings', 0.4527), ('classify', 0.4215), ('string', 0.4109), ('duplication', 0.3657)]"
638,USDA-0007-2023,USDA,USDA,APHIS,Training machine learning models to automatically read file attachments and save information into a more convenient Excel format.,"Artificial intelligence used to automate document processing and information extraction. Program managers often need information from specific form fields that are sent as PDF email attachments. Many emailed documents are received each day, making manually opening each attachment and copying the needed information too time-consuming. ",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.01564519  0.03483925  0.02202388 ... -0.02328802 -0.00753845
  0.03166151]",3,"[('automate', 0.4539), ('documents', 0.4078), ('pdf', 0.3981), ('document', 0.3836), ('processing', 0.3613)]"
639,USDA-0008-2023,USDA,USDA,APHIS,Artificial Intelligence for correlative statistical analysis,"AI-type statistical techniques are used to model predictive relationships between variables. We routinely use modeling approaches such as random forest, artificial neural networks, k-nearest neighbor clustering, and support vector machines, for statistical prediction. ",Operation and Maintenance,"Neural networks,Clustering",,Department of Agriculture,"[-0.04132012 -0.00693443  0.02501645 ... -0.01737784 -0.02299938
  0.00975713]",4,"[('prediction', 0.4617), ('clustering', 0.4226), ('statistical', 0.3759), ('ai', 0.3703), ('predictive', 0.3692)]"
640,USDA-0009-2023,USDA,USDA,ARS,4% Repair Dashboard,"The model reviews the descriptions of expenses tagged to repairs and maintenance and classifies expenses as ""repair"" or ""not repair"" based on keywords in context.",Operation and Maintenance,Natural Language Processing,,Department of Agriculture,"[-0.03864729  0.06567514  0.01694924 ...  0.00624545  0.02118023
 -0.02015722]",3,"[('repairs', 0.58), ('repair', 0.5485), ('maintenance', 0.5206), ('expenses', 0.4974), ('descriptions', 0.3361)]"
641,USDA-0010-2023,USDA,USDA,ARS,ARS Project Mapping,NLP of research project plans including term analysis and clustering enables national program leaders to work with an interactive dashboard to find synergies and patterns within and across the various ARS research program portfolios.,Operation and Maintenance,Natural Language Processing,,Department of Agriculture,"[-0.03281796  0.01235851  0.04984821 ... -0.00134153 -0.01210878
 -0.01648207]",3,"[('research', 0.417), ('nlp', 0.347), ('clustering', 0.3431), ('portfolios', 0.3307), ('analysis', 0.3193)]"
642,USDA-0011-2023,USDA,USDA,ARS,NAL Automated indexing,"Cogito (vendor) software, uses AI for automated subject indexing to annotate peer reviewed journal articles (~500,000 annually) using the National Ag Library Thesaurus concept space (NALT). Only NALT concepts are annotated as metadata to content in the Library's bibliographic citation database, AGRICOLA, PubAg, and Ag Data Commons.",Operation and Maintenance,Natural Language Processing,,Department of Agriculture,"[-0.04144238 -0.00976836  0.0303397  ...  0.00076081 -0.00556561
  0.01598329]",3,"[('annotate', 0.4628), ('thesaurus', 0.4459), ('bibliographic', 0.4247), ('metadata', 0.4211), ('indexing', 0.3979)]"
643,USDA-0012-2023,USDA,USDA,ERS,Democratizing Data,"The purpose of this project is to use AI tools, machine learning and natural language processing to understand how publicly-funded data and evidence are used to serve science and society.",Implementation,Natural Language Processing,,Department of Agriculture,"[ 0.03198362  0.00360566 -0.00760938 ...  0.01322266 -0.02884525
  0.00983623]",3,"[('ai', 0.4815), ('data', 0.379), ('science', 0.3349), ('tools', 0.3225), ('publicly', 0.3156)]"
644,USDA-0013-2023,USDA,USDA,ERS,Westat,"A competition to find automated, yet effective, ways of linking USDA nutrition information to 750K food items in a proprietary data set of food purchases and acquisitions. Competing teams used a number of  AI methods including Natural Language Processing (NLP), random forest, and semantic matching.",Operation and Maintenance,"Natural Language Processing,Machine Learning,Other",,Department of Agriculture,"[-0.06352724 -0.06212591  0.02797482 ...  0.02701465 -0.03230859
  0.00675366]",3,"[('nutrition', 0.4215), ('usda', 0.414), ('semantic', 0.4054), ('nlp', 0.3961), ('ai', 0.3838)]"
645,USDA-0014-2023,USDA,USDA,FNS,Retailer Receipt Analysis,"The Retailer Receipt Analysis is a Proof of Concept (POC) that uses Optical Character Recognition (OCR), an application of artificial intelligence on a sample (no more than 1000) of FNS receipt and invoice data. Consultants will use this data to demonstrate how the existing manual process can be automated, saving staff time, ensuring accurate review, and detecting difficult patterns. The goal of this POC will pave the way for a review system that (1) has an automated workflow and learns from analyst feedback (2) can incorporate know SNAP fraud patterns, look for new patterns, and visualize alerts on these patterns on retailer invoices and receipts.",Development and Acquisition,Machine Learning,,Department of Agriculture,"[-0.0219397   0.04406545  0.00444508 ...  0.01235188  0.01306947
  0.00706961]",3,"[('receipt', 0.4913), ('receipts', 0.4912), ('invoices', 0.461), ('retailer', 0.4488), ('ocr', 0.4042)]"
646,USDA-0015-2023,USDA,USDA,FNS,Nutrition Education & Local Access Dashboard,"The goal of the this Dashboard is to provide a county-level visualization of FNS nutrition support, specifically nutrition education and local food access, alongside other metrics related to hunger and nutritional health. As part of this dashboard, the team developed a K-means clustering script to group States by 7 different clustering options:  Farm to School Intensity & Size, Program Activity Intensity, Ethnicity & Race, Fresh Food Access, School Size, and Program Participation. This allows users to find like-minded, or similar, States based on any of these characteristics, opening up avenues for partnerships with States that they otherwise may not have considered.",Operation and Maintenance,"Machine Learning,K-Means Clustering,Visual Analysis",,Department of Agriculture,"[-0.05367641  0.01371925  0.05587749 ...  0.032516   -0.01705839
 -0.05412663]",1,"[('nutrition', 0.4495), ('clustering', 0.4186), ('hunger', 0.3971), ('nutritional', 0.3653), ('dashboard', 0.3126)]"
647,USDA-0016-2023,USDA,USDA,FPAC,Land Change Analysis Tool (LCAT),We employ a random forest machine learning classifier to produce high resolution land cover maps from aerial and/or satellite imagery.  Training data is generate from a custom-built web application.  We built and operate a 192-node docker cluster to parallize CPU-intensive processing tasks.  We are publishing results through a publicly available  Image service.  To date we have mapped over 600 million acres and have generated over 700 thousand traiing samples.,Operation and Maintenance,Machine Learning,https://cran.r-project.org/web/packages/randomForest/randomForest.pdf<br>https://cran.r-project.org/web/packages/clhs/clhs.pdf,Department of Agriculture,"[ 0.01128286  0.00740377  0.07742708 ...  0.01521994 -0.00351824
 -0.03100692]",0,"[('forest', 0.3712), ('land', 0.3709), ('acres', 0.3708), ('maps', 0.3201), ('imagery', 0.2919)]"
648,USDA-0017-2023,USDA,USDA,Federal CDO Council,OCIO/CDO Council Comment Analysis Tool,"The Comment Analysis pilot has shown that a toolset leveraging recent advances in Natural Language Processing (NLP) can aid the regulatory comment analysis process. We developed tools that help comment reviewers identify the topics and themes of comments, as well as group comments that are semantically similar. Tools like these offer significant value by creating efficiencies through novel insights and streamlined processing of comments, reducing duplicative, upfront development efforts across government, and ultimately realizing cost savings for agencies and the USG. 
",Development and Acquisition,Natural Language Processing,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fgithub.com%2Fkenambrose-GSA%2FCDO-Council-Public-Comment-Analysis-Project.git&data=04%7C01%7C%7Cae1c2e505f5f4cb50f0e08d9453f6ede%7Ced5b36e701ee4ebc867ee03cfa0d4697%7C0%7C0%7C637616961007063,Department of Agriculture,"[-0.00086414  0.05051862  0.00861704 ... -0.00704972 -0.00698468
  0.00734237]",3,"[('nlp', 0.4247), ('regulatory', 0.372), ('comments', 0.3355), ('reviewers', 0.3322), ('agencies', 0.318)]"
649,USDA-0018-2023,USDA,USDA,Forest Service,Ecosystem Management Decision Support System (EMDS),"EMDS is a spatial decision support system for landscape analysis and planning that runs as a component of ArcGIS and QGIS. Users develop applications for their specific problem that may use any combination of four AI engines for 1) logic processing, 2) multi-criteria decision analysis, 3) Bayesian networks, and Prolog-based decision trees.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.01077199  0.03461516  0.08295842 ... -0.01736121  0.00977992
  0.00491677]",1,"[('emds', 0.587), ('arcgis', 0.3517), ('landscape', 0.3198), ('ai', 0.3192), ('planning', 0.2989)]"
650,USDA-0019-2023,USDA,USDA,Forest Service,Wildland Urban Interface - Mapping Wildfire Loss,"This is a proof-of-concept study to investigate the use of machine learning (deep learning / convolutional neural networks) and object-based image classification techniques to identify buildings, building loss, and defensible space around buildings before and after a wildfire event in wildland-urban interface settings.",Development and Acquisition,Machine Learning,https://www.sciencedirect.com/science/article/pii/S221242092100501X,Department of Agriculture,"[-0.0072997  -0.00183386  0.00898012 ...  0.02213151 -0.00230015
 -0.03043827]",0,"[('buildings', 0.4864), ('classification', 0.4374), ('wildfire', 0.3683), ('building', 0.3419), ('convolutional', 0.3163)]"
651,USDA-0020-2023,USDA,USDA,Forest Service,CLT Knowledge Database,"The CLT knowledge database catalogs cross-laminated timber information in an interface that helps users find relevant information. The information system uses data aggregator bots that search the internet for relevant information. These bots search for hundreds of keywords and use machine learning to determine if what is found is relevant. The search engine uses intelligent software to locate and update pertinent CLT references, as well as categorize information with respect to common application and interest areas. As of 2/24/2022, the CLT knowledge database has cataloged >3,600 publications on various aspects of CLT. This system fosters growth of mass timber markets by disseminating knowledge and facilitating collaboration among stakeholders, and by reducing the risk of duplication of efforts. Manufacturers, researchers, design professionals, code officials, government agencies, and other stakeholders directly benefit from the tool, thereby supporting the increasing use of mass timber, which benefits forest health by increasing the economic value of forests.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.01979839 -0.00153351  0.06079842 ...  0.02400815 -0.00175928
  0.0075998 ]",3,"[('catalogs', 0.4416), ('cataloged', 0.3962), ('forests', 0.3408), ('timber', 0.3285), ('search', 0.3235)]"
652,USDA-0021-2023,USDA,USDA,Forest Service,RMRS Raster Utility,"RMRS Raster Utility is a .NET object oriented library that simplifies data acquisition, raster sampling, and statistical and spatial modeling while reducing the processing time and storage space associated with raster analysis. It includes machine learning techniques.",Operation and Maintenance,Machine Learning,https://collab.firelab.org/software/projects/rmrsraster,Department of Agriculture,"[-0.04227894  0.04348333  0.03959417 ...  0.01259586 -0.0070444
  0.02107674]",1,"[('rmrs', 0.6182), ('raster', 0.5424), ('utility', 0.2903), ('sampling', 0.2573), ('library', 0.2567)]"
653,USDA-0022-2023,USDA,USDA,Forest Service,TreeMap 2016,"TreeMap 2016 provides a tree-level model of the forests of the conterminous United States. It matches forest plot data from Forest Inventory and Analysis (FIA) to a 30x30 meter (m) grid. TreeMap 2016 is being used in both the private and public sectors for projects including fuel treatment planning, snag hazard mapping, and estimation of terrestrial carbon resources. A random forests machine-learning algorithm was used to impute the forest plot data to a set of target rasters provided by Landscape Fire and Resource Management Planning Tools (LANDFIRE: https://landfire.gov). Predictor variables consisted of percent forest cover, height, and vegetation type, as well as topography (slope, elevation, and aspect), location (latitude and longitude), biophysical variables (photosynthetically active radiation, precipitation, maximum temperature, minimum temperature, relative humidity, and vapour pressure deficit), and disturbance history (time since disturbance and disturbance type) for the landscape circa 2016.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.03275954  0.00899345  0.07313041 ... -0.00837631  0.00854988
 -0.02271825]",1,"[('treemap', 0.5441), ('forests', 0.5057), ('forest', 0.4755), ('landfire', 0.394), ('tree', 0.3657)]"
654,USDA-0023-2023,USDA,USDA,Forest Service,Landscape Change Monitoring System (LCMS),"The Landscape Change Monitoring System (LCMS) is a National landsat/sentinal remote sensing-based data produced by the USDA Forest Service for mapping and monitoring changes related to vegetation canopy cover, as well as land cover and land use. The process utilizes temporal change classifications together with training data in a supervised classification process for vegetation gain, and loss as well as land cover and use.",Development and Acquisition,"Machine Learning,Visual Analysis",,Department of Agriculture,"[ 0.00954699  0.04458516  0.045513   ...  0.01091433  0.0101391
 -0.00078821]",1,"[('lcms', 0.5069), ('landscape', 0.4353), ('vegetation', 0.4261), ('monitoring', 0.3784), ('landsat', 0.3646)]"
655,USDA-0024-2023,USDA,USDA,Forest Service,Geospatial and Remote Sensing Training Courses,"Several courses are offered which teach the use of software and scripting which allow for machine learning.  The courses change, but current topics include Intro and Advanced Change Detection, eCognition (software package), Geospatial Scripting for Google Earth Engine.  Some of the courses show how to use Collect Earth Online.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.0169974   0.03008736  0.08570338 ... -0.00569511 -0.00564626
 -0.00366975]",0,"[('courses', 0.4653), ('scripting', 0.4016), ('software', 0.3745), ('ecognition', 0.3617), ('learning', 0.3531)]"
656,USDA-0025-2023,USDA,USDA,Forest Service,Forest Health Detection Monitoring,"Machine learning models are used to (1) upscale training data, using Sentinel-2, Landsat,  MODIS, and lidar imagery, that was collected from both the field and high-resolution imagery to map and monitor stages of forest mortality and defoliation across the United States, and (2) to post-process raster outputs to vector polygons.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.00050977  0.05569893  0.06950545 ...  0.0267856  -0.00514199
 -0.02614729]",0,"[('lidar', 0.4665), ('forest', 0.3919), ('imagery', 0.3709), ('upscale', 0.3567), ('models', 0.353)]"
657,USDA-0026-2023,USDA,USDA,NASS,Cropland Data Layer,"A machine learning algorithm is used to interpret readings from satellite-based sensors and CLASSIFY the type of crop or activity that falls in each 30 square meter pixel (a box of fixed size) on the ground.  The algorithms are trained on USDA&%2339;s Farm Services Agency data and other sources of data as sources of &quot;ground truth&quot;.  It allows us to not only produce a classification, but to assess the accuracy of the classification as well.  For commodities, like corn and soybeans, the CDL is highly accurate.  The CDL has been produced for national coverage since 2008.  Some summary and background about the CDL is available in a number of peer reviewed research papers and presentations
https://www.nass.usda.gov/Research_and_Science/Cropland/othercitations/index.php",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.00849532  0.01680242  0.05021903 ...  0.02345311 -0.01874743
 -0.01625029]",0,"[('crop', 0.3903), ('cropland', 0.3608), ('cdl', 0.346), ('classification', 0.3391), ('classify', 0.3078)]"
658,USDA-0027-2023,USDA,USDA,NASS,List Frame Deadwood Identification,"The deadwood model leverages boosted regression trees with inputs such as  administrative linkage data, frame data, and historical response information as inputs, to produce a propensity score representing a relative likelihood of a farm operation being out of business.  Common tree splits were identified using the model and combined with expert knowledge to develop a recurring process for deadwood clean up.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[ 0.01301056  0.05818285  0.05576551 ... -0.00104196  0.01660184
 -0.02092249]",1,"[('deadwood', 0.4216), ('tree', 0.4001), ('trees', 0.3913), ('farm', 0.3459), ('regression', 0.3335)]"
659,USDA-0028-2023,USDA,USDA,NASS,Census of Agricuilture Response Propensity Scores,"The response propensity scores to the COA are derived from random forest models that use historical data, control data, and other survey data. These scores are used to help target more effective data collection.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[ 0.01397687  0.00595148  0.04522372 ...  0.00255939 -0.00117678
 -0.03428858]",1,"[('propensity', 0.4234), ('coa', 0.3863), ('scores', 0.2972), ('forest', 0.289), ('data', 0.2775)]"
660,USDA-0029-2023,USDA,USDA,NIFA,Climate Change Classification NLP,"The model classifies NIFA funded projects as climate change related or not climate related through natural language processing techniques. The model input features include text fields containing the project's title, non-technical summary, objectives and keywords. The target is a dummy variable classification of projects as climate change related or not climate change related.",Development and Acquisition,Natural Language Processing,,Department of Agriculture,"[-0.03131618  0.04229148  0.0336088  ...  0.01787754 -0.01071921
  0.01357279]",1,"[('climate', 0.4789), ('nifa', 0.386), ('projects', 0.3812), ('model', 0.3768), ('classification', 0.2952)]"
661,USDA-0030-2023,USDA,USDA,NRCS,Operational water supply forecasting for western US rivers,"Western US water management is underpinned by forecasts of spring-summer river flow volumes made using operational hydrologic models. The USDA Natural Resources Conservation Service (NRCS) National Water and Climate Center operates the largest such forecast system regionally, carrying on a nearly century-old tradition. The NWCC recently developed a next-generation prototype for generating such operational water supply forecasts (WSFs), the multi-model machine-learning metasystem (M4), which integrates a variety of AI and other data-science technologies carefully chosen or developed to satisfy specific user needs. Required inputs are data around snow and precipitation from the NRCS Snow Survey and Water Supply Forecast program SNOTEL environmental monitoring network, but are flexible.  In hindcasting test-cases spanning diverse environments across the western US and Alaska, out-of-sample accuracy improved markedly over current benchmarks. Various technical design elements, including multi-model ensemble modeling, autonomous machine learning (AutoML), hyperparameter pre-calibration, and theory-guided data science, collectively permitted automated training and operation.  Live operational testing at a subset of sites additionally demonstrated logistical feasibility of workflows, as well as geophysical explainability of results in terms of known hydroclimatic processes, belying the black-box reputation of machine learning and enabling relatable forecast storylines for NRCS customers.",Development and Acquisition,Machine Learning,,Department of Agriculture,"[-0.00260281  0.0578538   0.08280292 ... -0.02544972 -0.01497759
 -0.00142148]",1,"[('forecast', 0.4056), ('hydrologic', 0.3915), ('forecasts', 0.3909), ('precipitation', 0.3072), ('modeling', 0.2947)]"
662,USDA-0031-2023,USDA,USDA,NRCS,Ecological Site Descriptions (machine learning),"Analysis of over 20 million records of soils data and 20,000 text documents of ecological state and transition information. ",Development and Acquisition,Machine Learning,,Department of Agriculture,"[ 0.03396716  0.04968668  0.07148874 ... -0.00362012 -0.01016887
  0.00381098]",1,"[('soils', 0.5062), ('ecological', 0.3698), ('documents', 0.3264), ('data', 0.3026), ('information', 0.2382)]"
663,USDA-0032-2023,USDA,USDA,NRCS,Conservation Effects Assessment Project,"The goal is to predict conservation benefits at the field level. The model uses farmer survey data, APEX modeling results and environmental data.",Development and Acquisition,Machine Learning,,Department of Agriculture,"[ 0.04463479  0.0421815   0.0708449  ... -0.00077174  0.00145664
  0.01050157]",1,"[('conservation', 0.5221), ('environmental', 0.3688), ('farmer', 0.3646), ('modeling', 0.3497), ('model', 0.3145)]"
664,USDA-0033-2023,USDA,USDA,NRCS,Digital Imagery (no-change) for NRI program,Using neural networks and other AI technologies to detect no-changes in digital imagery for the NRI (national resources inventory) program ,Initiation,neural networks,,Department of Agriculture,"[-0.00213501  0.03519196 -0.00468411 ... -0.00651024 -0.00536637
 -0.01851923]",0,"[('nri', 0.4106), ('ai', 0.4032), ('imagery', 0.3743), ('national', 0.2822), ('neural', 0.2813)]"
665,USDA-0034-2023,USDA,USDA,OASCR,Artificial Intelligence SPAM Mitigation Project,"The AI Solution invoves Robotic Process Automation + AI/ML model solution to automatically classify and remove spam and marketing emails that appear in civil rights complaints email channels. A significant portion of incoming OASCR emails are spam, marketing and phishing emails. 
",Development and Acquisition,"Machine Learning,Machine Language Learning",,Department of Agriculture,"[-0.00180319  0.03396     0.02757371 ...  0.00406969  0.00179536
  0.00256704]",3,"[('ai', 0.5103), ('automation', 0.4805), ('emails', 0.4286), ('robotic', 0.4156), ('spam', 0.3456)]"
666,USDA-0035-2023,USDA,USDA,OCIO,Acquisition Approval Request Compliance Tool,"A natural language processing (NLP) model was developed to utilize the text in procurement header and line descriptions within USDA's Integrated Acquisition System (IAS) to determine the likelihood that an award is IT-related, and therefore might require an AAR. The model uses the text characteristics for awards that have an AAR number entered into IAS and then calculates the probability of being IT-related for those procurements that did not have an AAR Number entered in IAS.",Operation and Maintenance,Natural Language Processing,,Department of Agriculture,"[-0.09454294  0.01098571  0.02382926 ...  0.00045478 -0.01838478
  0.02598383]",3,"[('nlp', 0.4494), ('procurement', 0.4103), ('procurements', 0.4026), ('aar', 0.3794), ('acquisition', 0.372)]"
667,USDA-0036-2023,USDA,USDA,OCIO,Intelligent Ticket Routing,"Routes BMC Remedy tickets to proper work group automatically utilizing python, jupyterhub, scikit learn, gitlab, flask, gunicorn, nginx, erms.",Operation and Maintenance,Machine Learning,,Department of Agriculture,"[-0.01836239 -0.02241505  0.07572009 ...  0.00889078  0.00321111
 -0.01621065]",3,"[('bmc', 0.4495), ('routes', 0.3679), ('flask', 0.3432), ('tickets', 0.2916), ('python', 0.2889)]"
668,USDA-0037-2023,USDA,USDA,OCIO,Predictive Maintenance Impacts,"Predict impacts of DISC maintenance on infrastructure items.  Utilizes: einblick, mysql, python, linux, tableau",Operation and Maintenance,Machine Learning,,Department of Agriculture,[0.01078031 0.02951849 0.06806877 ... 0.01098683 0.01970194 0.00447803],1,"[('maintenance', 0.491), ('disc', 0.4206), ('infrastructure', 0.3247), ('mysql', 0.2985), ('einblick', 0.2871)]"
669,USDA-0038-2023,USDA,USDA,OSSP,Video Surveillance System,"The Video Surveillance System: the VSS system design will include a video management system, NVRs, DVRs, encoders, fixed cameras, Pan and Tilt cameras, network switches, routers, IP cables, equipment racks and mounting hardware. The Video Surveillance System (VSS)- shall control multiple sources of video surveillance subsystems to collect, manage, and present video clearly and concisely. VMS shall integrate the capabilities of each subsystem across single or multiple sites, allowing video management of any compatible analog or digital video device through a unified configuration platform and viewer. Disparate video systems are normalized and funneled through a shared video experience. Drag and drop cameras from the Security Management System hardware tree into VMS views and leverage Security Management System alarm integration and advanced features that help the operator track a target through a set of sequential cameras with a simplified method to select a new central camera and surrounding camera views.",Operation and Maintenance,Visual Analysis,,Department of Agriculture,"[-0.00856301  0.03422642  0.03015001 ...  0.03104734 -0.00452827
  0.00555058]",0,"[('dvrs', 0.5769), ('surveillance', 0.5216), ('cameras', 0.5192), ('camera', 0.4756), ('vms', 0.4526)]"
670,VA-0000-2023,VA,,,Artificial Intelligence physical therapy app,This app is a physical therapy support tool.  It is a data source agnostic tool which takes input from a variety of wearable sensors and then analyzes the data to give feedback to the physical therapist in an explainable format. ,,,,Department of Veterans Affairs,"[-0.02408167  0.03139381 -0.02604378 ...  0.01462428 -0.00181659
  0.02435637]",4,"[('app', 0.5214), ('therapist', 0.4165), ('therapy', 0.3906), ('wearable', 0.3571), ('tool', 0.3397)]"
671,VA-0001-2023,VA,,,Artificial intelligence coach in cardiac surgery,"The artificial intelligence coach in cardiac surgery infers misalignment in team members’ mental models during complex healthcare task execution. Of interest are safety-critical domains (e.g., aviation, healthcare), where lack of shared mental models can lead to preventable errors and harm. Identifying model misalignment provides a building block for enabling computer-assisted interventions to improve teamwork and augment human cognition in the operating room.",,,,Department of Veterans Affairs,"[-0.0337152   0.02107537  0.03678757 ...  0.01034903 -0.03670672
  0.02352787]",4,"[('teamwork', 0.4246), ('cognition', 0.3448), ('assisted', 0.3168), ('mental', 0.3119), ('interventions', 0.3025)]"
672,VA-0002-2023,VA,,,AI Cure,AICURE is a phone app that monitors adherence to orally prescribed medications during clinical or pharmaceutical sponsor  drug studies.,,,,Department of Veterans Affairs,"[-0.01630035 -0.01656086 -0.02830853 ...  0.00236938 -0.02213077
  0.02036924]",4,"[('aicure', 0.6497), ('pharmaceutical', 0.4448), ('app', 0.4291), ('adherence', 0.4006), ('medications', 0.394)]"
673,VA-0003-2023,VA,,,Acute kidney injury (AKI),"This project, a collaboration with Google DeepMind, focuses on detecting acute kidney injury (AKI), ranging from minor loss of kidney function to complete kidney failure. The artificial intelligence can also detect AKI that may be the result of another illness.",,,,Department of Veterans Affairs,"[-0.03258936  0.00185929 -0.00318177 ...  0.01372242 -0.00261699
 -0.00037046]",4,"[('deepmind', 0.5408), ('kidney', 0.4905), ('aki', 0.3846), ('acute', 0.348), ('google', 0.3004)]"
674,VA-0004-2023,VA,,,Assessing lung function in health and disease,Health professionals can use this artificial intelligence to determine predictors of normal and abnormal lung function and sleep parameters.,,,,Department of Veterans Affairs,"[-0.01922675 -0.01348189 -0.00914429 ... -0.02237716 -0.04711712
  0.01351664]",4,"[('lung', 0.3788), ('predictors', 0.3433), ('health', 0.2883), ('parameters', 0.2534), ('sleep', 0.2447)]"
675,VA-0005-2023,VA,,,Automated eye movement analysis and diagnostic prediction of neurological disease,"Artificial intelligence  recursively analyzes previously collected data to both improve the quality and accuracy of automated algorithms, as well as to screen for markers of neurological disease (e.g. traumatic brain injury, Parkinson's, stroke, etc).",,,,Department of Veterans Affairs,"[ 0.00099446  0.00598404  0.01792907 ...  0.02730292 -0.00460045
  0.03373663]",4,"[('algorithms', 0.4434), ('automated', 0.4218), ('neurological', 0.401), ('analyzes', 0.3511), ('parkinson', 0.318)]"
676,VA-0006-2023,VA,,,Automatic speech transcription engines to aid scoring neuropsychological tests.,Automated speech transcription engines analyze the cognitive decline of older VA patients. Digitally recorded speech responses are transcribed using multiple artificial intelligence-based speech-to-text engines. The transcriptions are fused together to reduce or obviate the need for manual transcription of patient speech in order to score the neuropsychological tests.,,,,Department of Veterans Affairs,[0.01843329 0.0233082  0.01352028 ... 0.03348967 0.00317378 0.01993131],3,"[('transcription', 0.4282), ('transcriptions', 0.4247), ('speech', 0.3579), ('automated', 0.3494), ('transcribed', 0.3489)]"
677,VA-0007-2023,VA,,,CuraPatient,"CuraPatient is a remote tool that allows patients to better manage their conditions without having to see a provider.  Driven by artificial intelligence, it allows patients to create a profile to track their health, enroll in programs, manage insurance, and schedule appointments.",,,,Department of Veterans Affairs,"[ 0.00060356 -0.0275535   0.00561386 ...  0.00512469 -0.0394268
 -0.0121861 ]",4,"[('curapatient', 0.8082), ('patients', 0.4541), ('appointments', 0.3563), ('health', 0.2633), ('remote', 0.242)]"
678,VA-0008-2023,VA,,,Digital command center,The Digital Command Center seeks to consolidate all data in a medical center and apply predictive prescriptive analytics to allow leaders to better optimize hospital performance.  ,,,,Department of Veterans Affairs,"[-0.00756679 -0.0336164   0.03468319 ...  0.00019469 -0.00963215
  0.01909064]",4,"[('analytics', 0.3804), ('consolidate', 0.359), ('predictive', 0.3548), ('optimize', 0.3545), ('hospital', 0.3244)]"
679,VA-0009-2023,VA,,,Disentangling dementia patterns using artificial intelligence on brain imaging and electrophysiological data,This collaborative effort focuses on developing a deep learning framework to predict the various patterns of dementia seen on MRI and EEG and explore the use of these imaging modalities as biomarkers for various dementias and epilepsy disorders.  The VA is performing retrospective chart review to achieve this.,,,,Department of Veterans Affairs,"[ 0.01979582 -0.00674026  0.02540287 ...  0.03104532  0.00590215
  0.00140914]",4,"[('dementia', 0.4702), ('dementias', 0.4286), ('epilepsy', 0.3829), ('mri', 0.3623), ('imaging', 0.2947)]"
680,VA-0010-2023,VA,,,Machine learning (ML) for enhanced diagnostic error detection and ML classification of protein electrophoresis text,"Researchers are performing chart review to collect true/false positive annotations and construct a vector embedding of patient records, followed by similarity-based retrieval of unlabeled records ""near"" the labeled ones (semi-supervised approach). The aim is to use machine learning as a filter, after the rules-based retrieval, to improve specificity. Embedding inputs will be selected high-value structured data pertinent to stroke risk and possibly selected prior text notes.",,,,Department of Veterans Affairs,"[-0.02283509  0.01453953  0.0337939  ...  0.02900261  0.00177443
 -0.03267253]",4,"[('supervised', 0.4421), ('annotations', 0.4391), ('labeled', 0.3834), ('embedding', 0.3525), ('retrieval', 0.3415)]"
681,VA-0011-2023,VA,,,Behavidence,Behavidence is a mental health tracking app. Veterans download the app onto their phone and it compares their phone usage to that of a digital phenotype that represents people with confirmed diagnosis of mental health conditions. ,,,,Department of Veterans Affairs,"[ 0.02559973  0.01598813  0.03045231 ...  0.01358189 -0.01906277
 -0.01641591]",4,"[('behavidence', 0.6426), ('app', 0.3895), ('veterans', 0.3397), ('tracking', 0.3105), ('health', 0.304)]"
